job;marital;education;default;housing;loan;contact;month;poutcome;Fac-age;Fac-balance;Fac-duration;Fac-campaign;Fac-pday;Fac-pervious;y
technician;divorced;secondary;no;yes;no;cellular;may;unknown;mid;normal;long;repeat;new;new;no
management;single;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;try-harder;new;new;no
admin.;married;secondary;no;yes;yes;cellular;jul;unknown;mid;normal;long;try-harder;new;new;no
services;single;secondary;no;no;no;cellular;jul;unknown;mid;normal;long;new;new;new;no
technician;married;secondary;no;no;no;cellular;feb;failure;mid;normal;long;repeat;old;old;no
blue-collar;divorced;primary;no;yes;no;unknown;may;unknown;mid;bust;normal;new;new;new;no
blue-collar;single;primary;no;no;no;cellular;feb;failure;mid;normal;long;new;old;old;no
management;married;tertiary;no;yes;no;cellular;may;unknown;mid;bust;long;repeat;new;new;no
management;divorced;tertiary;no;no;no;unknown;jun;unknown;mid;normal;normal;new;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;yes;yes;no;unknown;jun;unknown;young;bust;long;new;new;new;no
management;single;tertiary;no;no;no;cellular;aug;unknown;young;bust;overtime;repeat;new;new;no
management;married;unknown;no;no;no;cellular;sep;unknown;mid;normal;overtime;new;new;new;no
management;married;primary;no;yes;yes;unknown;may;unknown;mid;normal;long;new;new;new;no
technician;married;unknown;no;no;no;unknown;jun;unknown;mid;rich;long;try-harder;new;new;no
blue-collar;married;primary;no;no;yes;cellular;jul;unknown;mid;normal;overtime;new;new;new;no
retired;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;long;new;new;new;no
management;married;primary;no;yes;no;unknown;jun;unknown;mid;bust;long;new;new;new;no
entrepreneur;married;tertiary;no;no;no;cellular;nov;unknown;mid;rich;long;repeat;new;new;no
blue-collar;single;secondary;no;no;no;cellular;may;unknown;mid;bust;long;repeat;new;new;no
entrepreneur;married;tertiary;no;yes;yes;cellular;nov;unknown;mid;rich;long;new;new;new;no
admin.;married;secondary;no;yes;no;cellular;feb;failure;mid;normal;long;repeat;old;old;no
technician;single;tertiary;no;yes;no;cellular;apr;unknown;mid;normal;short;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;feb;failure;mid;normal;long;repeat;old;old;no
unemployed;married;tertiary;no;yes;no;cellular;nov;unknown;mid;normal;overtime;try-harder;new;new;no
services;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;normal;try-harder;new;new;no
services;married;secondary;no;no;no;cellular;jul;unknown;mid;normal;normal;try-harder;new;new;no
services;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;yes
technician;single;secondary;no;yes;no;cellular;may;other;young;normal;long;new;old;old;no
blue-collar;single;unknown;no;yes;no;unknown;jun;unknown;young;normal;normal;try-harder;new;new;no
admin.;single;secondary;no;yes;no;cellular;jan;unknown;mid;normal;long;new;new;new;no
self-employed;married;primary;no;yes;no;cellular;aug;unknown;mid;normal;long;new;new;new;no
entrepreneur;married;tertiary;no;yes;no;unknown;may;unknown;mid;rich;normal;new;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;unknown;mid;rich;normal;repeat;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;rich;long;repeat;new;new;no
technician;married;secondary;no;yes;yes;telephone;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;divorced;secondary;no;yes;no;unknown;may;unknown;mid;bust;long;try-harder;new;new;no
unemployed;divorced;primary;no;no;no;cellular;feb;unknown;mid;normal;overtime;repeat;new;new;no
retired;married;primary;no;no;no;cellular;aug;unknown;mid;normal;overtime;new;new;new;no
admin.;single;secondary;no;yes;no;cellular;apr;unknown;mid;bust;normal;new;new;new;no
management;married;primary;no;yes;no;cellular;apr;unknown;mid;rich;short;new;new;new;no
management;single;tertiary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;yes
housemaid;single;primary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
technician;married;secondary;no;yes;no;cellular;may;unknown;mid;normal;short;new;new;new;no
services;divorced;secondary;no;yes;no;unknown;may;unknown;mid;rich;overtime;new;new;new;no
self-employed;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;primary;no;yes;no;cellular;apr;unknown;mid;normal;long;new;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;no
admin.;single;tertiary;no;yes;no;cellular;may;failure;young;rich;long;repeat;old;old;no
retired;married;secondary;no;no;no;cellular;nov;unknown;old;normal;overtime;repeat;new;new;no
blue-collar;married;primary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
retired;divorced;secondary;no;no;yes;telephone;jul;unknown;mid;normal;short;new;new;new;no
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;yes
blue-collar;married;primary;no;no;no;cellular;nov;unknown;mid;rich;overtime;new;new;new;no
management;married;tertiary;no;yes;no;unknown;jun;unknown;mid;normal;long;new;new;new;no
management;married;tertiary;no;no;no;unknown;jun;unknown;mid;normal;long;new;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;feb;unknown;mid;normal;overtime;repeat;new;new;no
services;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
management;married;secondary;no;yes;no;unknown;may;unknown;mid;rich;overtime;repeat;new;new;no
entrepreneur;married;secondary;no;yes;no;telephone;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;single;secondary;no;yes;no;cellular;apr;failure;mid;normal;overtime;new;old;old;yes
management;married;tertiary;no;yes;no;cellular;aug;other;mid;normal;long;new;old;old;yes
technician;married;secondary;no;yes;no;cellular;mar;unknown;mid;rich;long;repeat;new;new;yes
technician;married;secondary;no;yes;no;cellular;nov;unknown;mid;normal;long;repeat;new;new;no
services;single;secondary;no;yes;yes;unknown;may;unknown;young;bust;overtime;repeat;new;new;no
admin.;married;secondary;no;no;yes;unknown;jun;unknown;mid;rich;overtime;new;new;new;no
admin.;married;secondary;no;yes;no;cellular;may;failure;mid;normal;long;repeat;old;old;no
unemployed;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
retired;married;primary;no;yes;no;cellular;jul;unknown;mid;normal;long;new;new;new;no
admin.;single;secondary;no;yes;no;telephone;nov;unknown;mid;normal;short;repeat;new;new;no
entrepreneur;married;unknown;no;no;no;unknown;jun;unknown;mid;normal;short;repeat;new;new;no
admin.;divorced;unknown;no;no;no;cellular;may;unknown;mid;bust;long;new;new;new;no
student;single;tertiary;no;yes;no;cellular;may;success;young;rich;long;new;old;old;yes
management;single;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;single;secondary;no;no;no;unknown;may;unknown;young;normal;long;new;new;new;no
management;married;tertiary;no;no;no;unknown;may;unknown;mid;normal;long;new;new;new;no
housemaid;married;primary;no;yes;no;telephone;jul;unknown;mid;normal;long;new;new;new;no
admin.;married;secondary;no;yes;yes;cellular;apr;failure;mid;normal;long;repeat;old;old;no
management;single;tertiary;no;yes;no;cellular;aug;unknown;mid;normal;normal;repeat;new;new;no
services;married;secondary;no;no;no;unknown;jun;unknown;mid;bust;short;new;new;new;no
self-employed;married;tertiary;no;yes;no;cellular;apr;failure;mid;normal;short;new;old;old;no
management;married;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;yes
management;single;tertiary;no;no;no;cellular;aug;success;young;normal;overtime;new;old;old;yes
blue-collar;married;primary;no;no;no;cellular;aug;unknown;mid;normal;long;new;new;new;no
retired;married;primary;no;no;no;telephone;jul;unknown;old;normal;long;repeat;new;new;no
retired;married;secondary;no;no;no;cellular;jan;other;old;normal;normal;new;old;old;no
services;married;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;new;new;new;no
admin.;single;primary;no;no;no;unknown;may;unknown;mid;normal;long;try-harder;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;apr;unknown;young;bust;normal;new;new;new;no
services;married;secondary;no;yes;no;unknown;may;unknown;young;rich;long;repeat;new;new;no
housemaid;married;primary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;yes;unknown;may;unknown;mid;normal;overtime;repeat;new;new;no
admin.;divorced;secondary;no;no;no;cellular;oct;unknown;mid;normal;long;new;new;new;yes
blue-collar;married;secondary;no;no;yes;telephone;jul;unknown;mid;normal;long;repeat;new;new;no
technician;married;secondary;no;no;no;cellular;oct;unknown;mid;normal;normal;new;new;new;no
services;married;secondary;no;yes;no;unknown;jun;unknown;young;bust;overtime;repeat;new;new;no
management;single;tertiary;no;no;no;cellular;aug;unknown;mid;rich;long;repeat;new;new;no
blue-collar;married;primary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;married;secondary;no;yes;yes;cellular;may;failure;mid;normal;normal;repeat;old;old;no
management;married;tertiary;no;no;no;telephone;jan;other;mid;normal;overtime;repeat;old;old;no
admin.;married;secondary;no;yes;yes;cellular;nov;unknown;mid;normal;short;new;new;new;no
management;married;tertiary;no;no;no;cellular;apr;unknown;mid;normal;overtime;new;new;new;no
technician;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
management;divorced;tertiary;no;yes;no;cellular;jun;other;mid;rich;normal;repeat;old;old;yes
management;single;tertiary;no;no;no;cellular;feb;unknown;young;rich;overtime;new;new;new;yes
management;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;long;new;new;new;no
blue-collar;married;primary;no;yes;no;cellular;may;success;mid;normal;long;repeat;old;old;no
retired;divorced;tertiary;no;no;no;cellular;jul;unknown;old;normal;overtime;repeat;new;new;no
technician;divorced;secondary;no;yes;no;cellular;may;failure;mid;normal;long;repeat;old;old;no
housemaid;married;secondary;no;yes;no;telephone;jul;unknown;mid;normal;normal;new;new;new;no
student;single;unknown;no;yes;no;unknown;may;unknown;young;normal;long;repeat;new;new;no
housemaid;married;secondary;no;no;no;telephone;aug;unknown;mid;rich;long;new;new;new;no
blue-collar;single;secondary;no;yes;no;unknown;jul;unknown;mid;normal;overtime;try-harder;new;new;yes
management;married;unknown;no;yes;no;unknown;may;unknown;mid;rich;long;new;new;new;no
management;married;tertiary;no;yes;no;cellular;may;unknown;mid;normal;normal;new;new;new;no
management;married;tertiary;no;yes;no;cellular;may;other;mid;normal;long;repeat;old;old;no
management;married;tertiary;no;yes;yes;cellular;jul;unknown;mid;normal;normal;repeat;new;new;no
services;divorced;secondary;no;yes;no;unknown;jun;unknown;mid;normal;overtime;try-harder;new;new;no
unknown;married;unknown;no;no;no;cellular;aug;success;mid;normal;overtime;new;old;old;no
self-employed;married;primary;no;no;no;unknown;jun;unknown;mid;normal;short;repeat;new;new;no
technician;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;no
technician;divorced;tertiary;no;yes;no;telephone;may;failure;mid;normal;overtime;new;old;old;no
management;single;tertiary;no;no;no;cellular;aug;unknown;mid;rich;normal;repeat;new;new;no
housemaid;married;tertiary;no;no;yes;cellular;jul;unknown;mid;normal;overtime;repeat;new;new;no
technician;single;tertiary;no;no;no;cellular;feb;unknown;young;rich;long;new;new;new;yes
services;married;secondary;yes;no;no;cellular;aug;unknown;mid;bust;long;repeat;new;new;no
technician;single;secondary;no;yes;no;cellular;may;failure;mid;normal;overtime;new;old;old;yes
management;divorced;secondary;no;no;yes;cellular;aug;unknown;mid;bust;overtime;repeat;new;new;no
blue-collar;single;primary;no;no;no;unknown;may;unknown;mid;bust;long;repeat;new;new;no
blue-collar;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;yes
technician;single;tertiary;no;yes;no;cellular;nov;unknown;mid;rich;long;try-harder;new;new;no
services;single;unknown;no;yes;no;unknown;jun;unknown;mid;rich;normal;new;new;new;no
technician;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
management;married;secondary;no;yes;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;single;primary;no;yes;no;cellular;may;unknown;young;bust;short;repeat;new;new;no
admin.;married;secondary;no;yes;no;cellular;may;failure;old;bust;overtime;new;old;old;no
blue-collar;single;tertiary;no;yes;no;unknown;may;unknown;mid;normal;long;new;new;new;no
self-employed;married;secondary;no;no;yes;unknown;jun;unknown;mid;normal;short;new;new;new;no
blue-collar;married;secondary;no;yes;yes;cellular;may;unknown;mid;normal;overtime;try-harder;new;new;no
technician;married;primary;no;no;no;unknown;jun;unknown;mid;bust;long;repeat;new;new;no
technician;divorced;secondary;no;yes;no;cellular;jan;unknown;mid;normal;normal;new;new;new;no
services;married;secondary;no;no;no;cellular;jul;unknown;mid;rich;long;new;new;new;no
entrepreneur;married;tertiary;no;yes;no;cellular;jul;unknown;mid;normal;long;repeat;new;new;no
unknown;married;secondary;no;no;no;cellular;may;unknown;mid;normal;normal;repeat;new;new;no
blue-collar;married;secondary;no;yes;yes;cellular;nov;unknown;mid;rich;short;new;new;new;no
technician;single;tertiary;no;no;no;cellular;aug;unknown;mid;normal;long;try-harder;new;new;no
technician;married;secondary;no;no;no;cellular;aug;unknown;mid;rich;normal;repeat;new;new;no
unemployed;single;secondary;no;no;no;cellular;jan;unknown;young;normal;long;new;new;new;no
technician;single;secondary;no;yes;no;unknown;may;unknown;mid;normal;long;try-harder;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;apr;unknown;mid;normal;long;repeat;new;new;no
technician;married;secondary;no;no;yes;cellular;aug;unknown;mid;normal;long;try-harder;new;new;no
unemployed;married;primary;no;no;no;unknown;jun;unknown;mid;normal;overtime;new;new;new;no
management;married;tertiary;no;yes;no;cellular;may;failure;mid;normal;overtime;repeat;old;old;no
technician;married;secondary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;yes
technician;married;secondary;no;yes;no;unknown;may;unknown;young;normal;normal;repeat;new;new;no
blue-collar;married;secondary;no;yes;yes;cellular;jul;unknown;mid;bust;overtime;repeat;new;new;yes
technician;married;secondary;no;no;no;cellular;feb;failure;mid;normal;long;new;old;old;no
entrepreneur;married;tertiary;no;no;no;telephone;oct;unknown;mid;normal;long;new;new;new;no
technician;single;secondary;no;no;no;cellular;aug;unknown;mid;normal;overtime;repeat;new;new;no
blue-collar;single;primary;no;yes;no;unknown;jun;unknown;young;rich;long;new;new;new;no
management;married;tertiary;no;yes;no;unknown;may;unknown;mid;normal;normal;new;new;new;no
blue-collar;married;secondary;no;yes;yes;unknown;may;unknown;mid;normal;long;try-harder;new;new;no
services;married;secondary;no;no;no;cellular;nov;unknown;mid;normal;long;new;new;new;no
blue-collar;married;primary;no;no;yes;unknown;jun;unknown;mid;normal;normal;repeat;new;new;no
retired;married;unknown;no;no;no;unknown;may;unknown;mid;normal;overtime;try-harder;new;new;no
admin.;married;tertiary;no;no;no;cellular;aug;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;failure;mid;normal;long;new;old;old;no
management;married;secondary;no;no;no;cellular;aug;unknown;old;normal;overtime;try-harder;new;new;yes
blue-collar;divorced;secondary;no;yes;no;unknown;may;unknown;mid;normal;overtime;new;new;new;no
management;married;tertiary;no;no;no;cellular;nov;unknown;mid;normal;long;new;new;new;no
services;married;tertiary;no;no;no;telephone;jul;unknown;mid;normal;long;repeat;new;new;no
blue-collar;married;secondary;no;yes;no;cellular;may;failure;mid;rich;long;new;old;old;no
retired;married;secondary;no;yes;yes;cellular;may;unknown;mid;rich;overtime;try-harder;new;new;no
retired;married;tertiary;no;yes;no;cellular;feb;unknown;old;normal;normal;repeat;new;new;no
